title_year,movie_title,imdb_score,num_voted_users
1999,eXistenZ ,6.8,77493
1981,Raiders of the Lost Ark ,8.5,661017
1992,Home Alone 2: Lost in New York ,6.6,200077
1977,Close Encounters of the Third Kind ,7.7,139288
2006,Pulse ,4.7,24969
1987,Beverly Hills Cop II ,6.4,84824
2003,Bringing Down the House ,5.5,30058
1991,The Silence of the Lambs ,8.6,887467
1992,Wayne's World ,7,114610
2010,Jackass 3D ,7.1,47794
1978,Jaws 2 ,5.7,51314
2008,Beverly Hills Chihuahua ,3.7,17829
2013,The Conjuring ,7.5,300110
2005,Are We There Yet? ,4.6,22679
2014,Tammy ,4.9,35965
2007,Disturbia ,6.9,186984
2003,School of Rock ,7.1,210680
1995,Mortal Kombat ,5.8,81783
2004,Wicker Park ,7,44979
2004,White Chicks ,5.4,98794
2011,The Descendants ,7.3,205284
2003,Holes ,7.1,58222
2010,The Last Song ,5.8,62421
2013,12 Years a Slave ,8.1,439176
2002,Drumline ,5.7,28649
2010,Why Did I Get Married Too? ,4.4,7664
1990,Edward Scissorhands ,7.9,357581
2016,Me Before You ,7.6,44723
2012,Madea's Witness Protection ,4.8,7354
1971,The French Connection ,7.8,82476
2016,Bad Moms ,6.7,4654
2006,Date Movie ,2.7,50415
2002,Return to Never Land ,5.8,13324
2014,Selma ,7.5,61114
2003,The Jungle Book 2 ,5.4,11634
2005,Boogeyman ,4.1,25960
2007,Premonition ,5.9,62364
2000,The Tigger Movie ,6.3,13319
2009,Orphan ,7,141663
2015,Max ,6.8,18915
,Meet the Browns             ,3.5,1922
2007,Epic Movie ,2.3,89687
1982,Conan the Barbarian ,6.9,113068
2015,Spotlight ,8.1,195333
2008,Lakeview Terrace ,6.1,40469
2006,The Grudge 2 ,5,38658
1998,How Stella Got Her Groove Back ,5.5,5427
1991,Bill & Ted's Bogus Journey ,6.2,49680
2006,Man of the Year ,6.2,28005
1979,The Black Hole ,5.9,18481
2010,The American ,6.3,79461
1997,Selena ,6.7,19126
2010,Vampires Suck ,3.5,39095
2006,Babel ,7.5,243799
2014,This Is Where I Leave You ,6.6,54242
2008,Doubt ,7.5,99236
2004,Team America: World Police ,7.2,136048
2013,Texas Chainsaw 3D ,4.8,35131
1995,Copycat ,6.6,42315
2013,Scary Movie 5 ,3.5,50337
1969,Paint Your Wagon ,6.7,9352
2008,Milk ,7.6,136673
2016,Risen ,6.3,12276
2002,Ghost Ship ,5.5,75920
2011,A Very Harold & Kumar 3D Christmas ,6.3,55008
1998,Wild Things ,6.5,90677
2009,The Stepfather ,5.6,23424
2010,The Debt ,6.9,55441
2000,High Fidelity ,7.6,143137
2008,One Missed Call ,3.9,26624
1996,Eye for an Eye ,6.1,9845
2008,The Bank Job ,7.3,152247
2004,Eternal Sunshine of the Spotless Mind ,8.3,666937
2010,You Again ,5.8,41273
2008,Street Kings ,6.8,94892
2013,The World's End ,7,185587
2007,Nancy Drew ,5.9,15877
2009,Daybreakers ,6.5,105797
2010,She's Out of My League ,6.4,101730
2011,Monte Carlo ,5.8,32951
2006,Stay Alive ,5.1,25870
1990,Quigley Down Under ,6.8,15230
2010,Alpha and Omega ,5.3,10986
2006,The Covenant ,5.3,39541
2006,Stick It ,6.4,22604
2009,Shorts ,4.9,5332
1995,To Die For ,6.8,34774
2016,Nerve ,7.1,4303
2008,Appaloosa ,6.8,50198
1998,Vampires ,6.1,42664
,Yu-Gi-Oh! Duel Monsters             ,7,12417
1960,Psycho ,8.5,422432
2008,My Best Friend's Girl ,5.9,36983
2014,Endless Love ,6.3,31323
2007,Georgia Rule ,5.9,20539
1981,Under the Rainbow ,5.4,2061
1985,Ladyhawke ,7,33597
1998,Simon Birch ,6.9,18366
2007,Reign Over Me ,7.5,83786
2007,Into the Wild ,8.2,426359
2006,School for Scoundrels ,5.9,26100
2012,Silent Hill: Revelation 3D ,5,49888
1996,From Dusk Till Dawn ,7.3,219091
2005,Pooh's Heffalump Movie ,6.4,4180
1995,Home for the Holidays ,6.6,9105
2004,Kung Fu Hustle ,7.8,99353
,Fired Up             ,6.7,114
2002,The Country Bears ,4,3875
2007,The Kite Runner ,7.6,68119
2003,21 Grams ,7.7,189683
2004,Paparazzi ,5.8,13210
2008,Twilight ,5.2,348010
2003,A Guy Thing ,5.6,14147
2000,Loser ,5.3,23076
2009,Capitalism: A Love Story ,7.4,35137
1965,The Greatest Story Ever Told ,6.6,6484
2015,Secret in Their Eyes ,6.2,20186
2008,Disaster Movie ,1.9,74945
2009,Armored ,5.7,26236
1997,The Man Who Knew Too Little ,6.6,23928
2011,What's Your Number? ,6,58957
2012,Lockout ,6.1,82082
2004,Envy ,4.8,26390
2009,Crank: High Voltage ,6.2,112516
1994,Bullets Over Broadway ,7.5,29385
2006,One Night with the King ,6.3,5796
2002,The Quiet American ,7.1,24019
2005,The Weather Man ,6.6,69172
2002,Undisputed ,6.1,21542
2008,Ghost Town ,6.7,60516
2009,12 Rounds ,5.6,22823
2010,Let Me In ,7.2,92237
1994,3 Ninjas Kick Back ,4.3,6701
2008,Be Kind Rewind ,6.4,79855
2005,Mrs Henderson Presents ,7.1,13505
2016,Triple 9 ,6.3,32567
1997,Deconstructing Harry ,7.4,35586
1999,Three to Tango ,6.1,16372
2015,Burnt ,6.6,61360
1989,We're No Angels ,6,17349
1996,Everyone Says I Love You ,6.8,30083
2007,Death at a Funeral ,7.4,89547
2007,Death Sentence ,6.8,60156
2009,Everybody's Fine ,7.2,49855
2004,Superbabies: Baby Geniuses 2 ,1.9,25371
2005,The Man ,5.5,21933
2007,Code Name: The Cleaner ,4.5,9785
2004,Connie and Carla ,6.3,6838
1969,Sweet Charity ,7,3454
2014,Inherent Vice ,6.7,61935
2006,Doogal ,2.8,3851
2013,Battle of the Year ,5,7894
,Perception             ,7.5,15612
2008,An American Carol ,4.3,8560
2013,Machete Kills ,5.6,59248
2003,Willard ,6.2,15169
2008,Strange Wilderness ,5.3,18571
1999,Topsy-Turvy ,7.4,10037
2015,Little Boy ,7.4,15978
2011,A Dangerous Method ,6.5,80617
2006,A Scanner Darkly ,7.1,89383
2012,Chasing Mavericks ,7.2,24997
2005,Alone in the Dark ,2.3,37626
2009,Bandslam ,6.4,11958
2004,Birth ,6.1,29649
2014,A Most Violent Year ,7,45799
2008,Passchendaele ,6.5,6904
2008,Flash of Genius ,7,14301
2007,I'm Not There. ,7,48346
2012,The Cold Light of Day ,4.9,28629
2008,The Brothers Bloom ,6.9,41737
2008,"Synecdoche, New York ",7.5,55842
1997,Princess Mononoke ,8.4,221552
2003,Bon voyage ,6.9,4293
1980,Can't Stop the Music ,4.5,2998
2005,The Proposition ,7.4,43205
2015,Courage ,7,2302
2003,Marci X ,2.8,4518
2002,Equilibrium ,7.5,261317
2008,The Children of Huang Shi ,7.1,8087
2000,The Yards ,6.4,16215
2012,The Oogieloves in the Big Balloon Adventure ,6.7,14015
2015,By the Sea ,5.3,7976
2004,Steamboy ,6.9,13727
2005,The Game of Their Lives ,6.2,2613
2010,All Good Things ,6.3,41249
1994,Rapa Nui ,6.4,3843
2008,CJ7 ,6.5,11391
1998,Les couloirs du temps: Les visiteurs II ,6,7147
2010,Dylan Dog: Dead of Night ,5.1,13026
2002,People I Know ,5.5,9868
,The Doombolt Chase             ,7.2,18
2010,The Tempest ,5.4,6147
2015,Regression ,5.7,20821
2007,The Touch ,5.2,118
2008,Three Kingdoms: Resurrection of the Dragon ,6.2,5154
2007,Shattered ,6.7,25450
2012,Zambezia ,5.8,5203
2014,Ramanujan ,7,102
2014,Dwegons and Leprechauns ,4.8,50
2016,Hands of Stone ,7.2,178
2015,Survivor ,5.6,21833
2013,The Frozen Ground ,6.4,43879
2006,The Painted Veil ,7.5,77656
2008,The Baader Meinhof Complex ,7.4,29602
1990,Dances with Wolves ,8,186485
2011,Bad Teacher ,5.7,160418
1989,Sea of Love ,6.8,30213
2004,A Cinderella Story ,5.9,62861
1996,Scream ,7.2,222018
2001,Thir13en Ghosts ,5.5,65512
1980,The Shining ,8.4,610333
1985,Back to the Future ,8.5,732212
1999,House on Haunted Hill ,5.6,45317
2009,I Can Do Bad All by Myself ,4.1,8346
2016,Fight Valley ,5,60
2010,The Switch ,6.1,77987
2003,Just Married ,5.4,57479
2011,The Devil's Double ,7.1,53977
,"Gone, Baby, Gone             ",6.6,29
2000,Thomas and the Magic Railroad ,3.6,2855
2010,The Crazies ,6.5,93272
2001,Spirited Away ,8.6,417971
2013,Firestorm ,6.2,1904
1984,The Bounty ,7,17982
2013,The Book Thief ,7.6,98741
2008,Sex Drive ,6.5,72715
2010,Leap Year ,6.4,71276
1964,The Fall of the Roman Empire ,6.7,6156
2011,Take Me Home Tonight ,6.3,43867
2012,Won't Back Down ,6.4,5147
1993,The Nutcracker ,5.7,1153
1996,Kansas City ,6.3,3536
2016,Indignation ,7.8,550
2005,The Amityville Horror ,6,80903
2002,Adaptation. ,7.7,143251
2005,Land of the Dead ,6.2,78883
2013,Out of Inferno ,5.7,625
1998,Fear and Loathing in Las Vegas ,7.7,213226
2009,The Invention of Lying ,6.4,94292
2014,Neighbors ,6.4,216581
1994,The Mask ,6.9,265818
1988,Big ,7.3,153468
2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ,7.3,297014
2001,Legally Blonde ,6.2,131801
1984,Star Trek III: The Search for Spock ,6.6,58743
2005,The Exorcism of Emily Rose ,6.7,96569
1999,Deuce Bigalow: Male Gigolo ,5.7,59380
2014,Left Behind ,3.1,24854
2005,The Family Stone ,6.3,49077
2004,Barbershop 2: Back in Business ,5.7,10104
2003,Bad Santa ,7.1,107815
1997,Austin Powers: International Man of Mystery ,7,183425
2016,My Big Fat Greek Wedding 2 ,6.1,13562
2011,Diary of a Wimpy Kid: Rodrick Rules ,6.6,18727
1987,Predator ,7.8,290949
1984,Amadeus ,8.3,270790
2008,Prom Night ,3.9,27664
2004,Mean Girls ,7,245989
2003,Under the Tuscan Sun ,6.7,35718
2001,Gosford Park ,7.3,65201
,The O.C.             ,7.5,65785
1986,Peggy Sue Got Married ,6.3,27149
2014,Birdman or (The Unexpected Virtue of Ignorance) ,7.8,395087
2013,Blue Jasmine ,7.3,150082
2006,United 93 ,7.6,83374
2003,Honey ,5.3,36666
1989,Glory ,7.9,101889
1996,Spy Hard ,5.3,29621
1980,The Fog ,6.8,46492
2011,Soul Surfer ,7.1,35514
1970,Catch-22 ,7.2,17277
2009,Observe and Report ,5.8,52467
1984,Conan the Destroyer ,5.8,62009
1980,Raging Bull ,8.3,235133
2009,Love Happens ,5.6,25344
1985,Young Sherlock Holmes ,6.8,14870
2009,Fame ,5,14062
2010,127 Hours ,7.6,279179
2000,Small Time Crooks ,6.7,31169
2000,Center Stage ,6.7,15817
2015,Love the Coopers ,5.7,9051
2004,Catch That Kid ,5.2,8023
2001,Life as a House ,7.5,39105
2015,Steve Jobs ,7.2,93548
2009,"I Love You, Beth Cooper ",5.3,28209
2009,Youth in Revolt ,6.5,64646
1981,The Legend of the Lone Ranger ,5,1400
2001,The Tailor of Panama ,6.1,23728
1981,Blow Out ,7.4,27629
2013,Getaway ,4.4,19586
1997,The Ice Storm ,7.5,46396
2014,And So It Goes ,5.7,8895
1989,Troop Beverly Hills ,5.5,7470
2004,Being Julia ,7.1,10680
1986,9½ Weeks ,5.9,29591
1981,Dragonslayer ,6.7,10832
2009,The Last Station ,7,15352
1994,Ed Wood ,7.9,142416
2013,Labor Day ,6.9,31898
2007,Mongol: The Rise of Genghis Khan ,7.3,37635
2008,RocknRolla ,7.3,194489
1982,Megaforce ,3.5,2541
1996,Hamlet ,7.8,30618
2009,Mao's Last Dancer ,7.4,6091
2016,Midnight Special ,6.7,31359
2003,Anything Else ,6.4,25165
2013,The Railway Man ,7.1,27882
,Unforgettable             ,6.7,12854
2009,The White Ribbon ,7.8,52958
2016,Restoration ,4,436
1986,The Wraith ,5.9,10082
2002,The Salton Sea ,7.2,26730
2013,Metallica Through the Never ,7.2,13359
2008,The Informers ,5.1,14324
,Carlos             ,7.7,10111
2009,I Come with the Rain ,5.5,2541
1999,One Man's Hero ,6.2,899
1985,Day of the Dead ,7.2,49669
2016,I Am Wrath ,5.2,4510
2006,Renaissance ,6.7,14325
2015,Forsaken ,6.3,4693
1985,Red Sonja ,5,30215
2012,Red Lights ,6.2,48162
2007,Superbad ,7.6,422606
2009,Madea Goes to Jail ,4.1,9544
2014,Wolves ,5.3,5693
2008,Step Up 2: The Streets ,6.2,67653
2005,Hoodwinked! ,6.5,45900
2004,Hotel Rwanda ,8.1,264533
2007,Hitman ,6.3,140780
2013,Black Nativity ,4.4,1633
2014,The Prince ,4.6,13133
2002,City of Ghosts ,6,4387
2001,The Others ,7.6,268581
1986,Aliens ,8.4,488537
1964,My Fair Lady ,7.9,66959
1997,I Know What You Did Last Summer ,5.6,105585
2014,Let's Be Cops ,6.5,106820
2004,Sideways ,7.5,149966
2006,Beerfest ,6.3,54710
1978,Halloween ,7.9,157857
2002,Hero ,7.9,149414
2003,Good Boy! ,5.1,3407
2013,The Best Man Holiday ,6.7,11600
2006,Smokin' Aces ,6.7,121058
2010,Saw 3D: The Final Chapter ,5.6,67978
2002,40 Days and 40 Nights ,5.6,62272
2010,TRON: Legacy ,6.8,264186
1998,A Night at the Roxbury ,6.2,48458
2011,Beastly ,5.6,64190
2006,The Hills Have Eyes ,6.4,129719
2003,Dickie Roberts: Former Child Star ,5.6,11815
2015,"McFarland, USA ",7.4,23480
2010,Lottery Ticket ,4.9,7991
2006,ATL ,6,8522
2012,Pitch Perfect ,7.2,213898
2001,Summer Catch ,4.9,12993
1998,A Simple Plan ,7.5,50656
2002,They ,4.8,10885
2006,Larry the Cable Guy: Health Inspector ,3.1,9104
1999,The Adventures of Elmo in Grouchland ,5.8,2045
2009,Brooklyn's Finest ,6.7,52852
1963,55 Days at Peking ,6.8,4550
2013,Evil Dead ,6.5,125016
2009,My Life in Ruins ,5.9,15033
2006,American Dreamz ,5.5,22639
1987,Superman IV: The Quest for Peace ,3.6,33570
2007,How She Move ,3.3,4600
2006,Running Scared ,7.4,88590
2004,Bobby Jones: Stroke of Genius ,6.7,3222
1986,Shanghai Surprise ,3,4081
2006,The Illusionist ,7.6,295375
1981,Roar ,6.4,1275
2003,Veronica Guerin ,6.9,16234
2014,Escobar: Paradise Lost ,6.6,13762
2006,Southland Tales ,5.5,32671
2008,Dragon Hunters ,6.6,10706
1977,Damnation Alley ,5.2,3701
2012,The Apparition ,4.1,16268
1991,My Girl ,6.8,55895
2006,Fur: An Imaginary Portrait of Diane Arbus ,6.5,13239
2006,The Illusionist ,7.6,295375
1987,Wall Street ,7.4,119150
1995,Sense and Sensibility ,7.7,78392
2007,Becoming Jane ,7.1,46204
2007,Sydney White ,6.3,37700
2003,House of Sand and Fog ,7.6,56665
1989,Dead Poets Society ,8,277451
1994,Dumb & Dumber ,7.3,288451
1989,When Harry Met Sally... ,7.6,149108
1982,The Verdict ,7.8,26310
2000,Road Trip ,6.5,132963
1999,Varsity Blues ,6.4,35312
2011,The Artist ,8,190030
2009,The Unborn ,4.8,42182
2012,Moonrise Kingdom ,7.8,237848
2006,The Texas Chainsaw Massacre: The Beginning ,5.9,56269
2016,The Young Messiah ,5.4,1449
2002,The Master of Disguise ,3.3,18254
2006,Pan's Labyrinth ,8.2,467234
,The Messengers             ,6.6,7210
2001,See Spot Run ,5.4,7392
2001,Baby Boy ,6.4,9566
2011,The Roommate ,4.8,29147
2001,Joe Dirt ,5.9,41664
1991,Double Impact ,5.5,28736
2007,Hot Fuzz ,7.9,352695
2008,The Women ,4.9,16582
2008,Vicky Cristina Barcelona ,7.2,198111
2007,Arn: The Knight Templar ,6.6,18041
2016,Bad Moms ,6.7,4654
2000,Boys and Girls ,5.3,13661
2002,White Oleander ,7.2,25549
2009,Jennifer's Body ,5.1,92712
2000,Drowning Mona ,5.6,11768
1987,Radio Days ,7.6,24256
2014,Left Behind ,3.1,24854
2010,Remember Me ,7.2,113963
2003,How to Deal ,5.7,8215
1988,My Stepmother Is an Alien ,5.2,21079
1993,Philadelphia ,7.7,178731
1999,The Thirteenth Floor ,7,51996
2004,The Cookout ,3.6,2385
1979,Meteor ,4.9,5237
2000,Duets ,6,8217
2002,Hollywood Ending ,6.6,21613
1999,Detroit Rock City ,6.8,30682
1986,Highlander ,7.2,98629
2007,Things We Lost in the Fire ,7.2,24104
1997,Steel ,2.8,8687
2013,The Immigrant ,6.6,20616
2005,The White Countess ,6.7,5321
2013,Trance ,7,92640
2004,Soul Plane ,4.4,18271
2008,Welcome to the Sticks ,7.1,30587
2008,Good ,6.2,5664
2009,Enter the Void ,7.3,45449
2012,Vamps ,5.1,7444
2009,Hachi: A Dog's Tale ,8.1,155249
2013,Zulu ,6.7,12817
2014,The Homesman ,6.6,21370
2002,Juwanna Mann ,4.5,5312
,Lilyhammer             ,8.1,19164
2002,Ararat ,6.6,8624
2001,Madison ,6.5,1033
2005,Slow Burn ,5.9,3299
2001,Wasabi ,6.6,29392
2006,Slither ,6.5,61912
1984,Beverly Hills Cop ,7.3,126464
1990,Home Alone ,7.5,311075
1987,3 Men and a Baby ,5.9,36918
1982,Tootsie ,7.4,77366
1986,Top Gun ,6.9,219171
2000,"Crouching Tiger, Hidden Dragon ",7.9,217740
1999,American Beauty ,8.4,822500
2010,The King's Speech ,8,503631
1988,Twins ,6,87538
,Scream: The TV Series             ,7.3,18058
2008,The Yellow Handkerchief ,6.8,6723
1985,The Color Purple ,7.8,60988
2009,Tidal Wave ,5.7,2659
2016,Ben-Hur ,6.1,62
2014,The Imitation Game ,8.1,467613
1980,Private Benjamin ,6.1,18140
1980,Coal Miner's Daughter ,7.5,12974
2010,Diary of a Wimpy Kid ,6.2,32002
2013,Mama ,6.2,134869
1978,Halloween ,7.9,157857
1983,National Lampoon's Vacation ,7.4,71183
2013,Bad Grandpa ,6.6,77724
2006,The Queen ,7.3,85333
1988,Beetlejuice ,7.5,189413
2007,Why Did I Get Married? ,5.6,9811
1994,Little Women ,7.3,36624
2012,The Woman in Black ,6.4,139749
2006,When a Stranger Calls ,5,34711
2002,Big Fat Liar ,5.4,29008
1978,The Deer Hunter ,8.2,232577
1997,Wag the Dog ,7.1,67604
2003,The Lizzie McGuire Movie ,5.3,27580
2013,Snitch ,6.5,64747
2015,Krampus ,6.2,29867
1998,The Faculty ,6.4,92074
1993,What's Love Got to Do with It ,7.2,13442
1997,Cop Land ,6.9,69576
2001,Not Another Teen Movie ,5.7,80305
2012,End of Watch ,7.7,181025
2015,Aloha ,5.4,39782
2000,The Skulls ,5.6,26846
2014,The Theory of Everything ,7.7,265507
2003,Malibu's Most Wanted ,5.1,15939
2000,Where the Heart Is ,6.8,27044
1962,Lawrence of Arabia ,8.4,192775
2009,Halloween II ,4.9,36372
2014,Wild ,7.1,86664
2009,The Last House on the Left ,6.6,67822
2005,The Wedding Date ,6.1,38248
2002,Halloween: Resurrection ,4.1,26905
2010,Clash of the Titans ,5.8,229687
1987,The Princess Bride ,8.1,294163
2007,The Great Debaters ,7.6,47626
2011,Drive ,7.8,431578
2004,Confessions of a Teenage Drama Queen ,4.6,23408
1998,The Object of My Affection ,6,15582
2007,28 Weeks Later ,7,212167
2014,When the Game Stands Tall ,6.7,12596
2005,Because of Winn-Dixie ,6.4,8427
2000,Love & Basketball ,7.2,14322
1997,Grosse Pointe Blank ,7.4,73347
2009,All About Steve ,4.8,33088
2000,Book of Shadows: Blair Witch 2 ,4,28964
1996,The Craft ,6.2,57140
2005,Match Point ,7.7,166269
2010,Ramona and Beezus ,6.7,13874
1993,The Remains of the Day ,7.9,45703
1997,Boogie Nights ,7.9,189032
1993,Nowhere to Run ,5.5,17074
2006,Flicka ,6.2,6095
2007,The Hills Have Eyes II ,5.1,49721
2000,Urban Legends: Final Cut ,4.1,13048
2002,Tuck Everlasting ,6.7,17983
2006,The Marine ,4.7,27486
2016,Keanu ,6.4,15385
2010,Country Strong ,6.3,14814
1998,Disturbing Behavior ,5.5,17328
2012,The Place Beyond the Pines ,7.3,187170
2014,The November Man ,6.3,50056
1999,Eye of the Beholder ,4.9,13320
2008,The Hurt Locker ,7.6,332065
1984,Firestarter ,6,22797
2012,Killing Them Softly ,6.2,111625
2014,A Most Wanted Man ,6.8,57210
2001,Freddy Got Fingered ,4.5,39788
2008,The Pirates Who Don't Do Anything: A VeggieTales Movie ,5.7,2037
2007,U2 3D ,8.4,2673
2000,Highlander: Endgame ,4.6,16340
2006,Idlewild ,6.2,4603
2011,One Day ,7,106111
2009,Whip It ,6.9,55665
2001,Knockaround Guys ,6.1,19768
2003,Confidence ,6.7,30643
1999,The Muse ,5.6,9294
2004,De-Lovely ,6.6,9649
1989,New York Stories ,6.4,13692
1998,Barney's Great Adventure ,2.8,2724
2012,The Man with the Iron Fists ,5.4,53471
1998,Home Fries ,5,7159
2000,Here on Earth ,5.1,7403
1985,Brazil ,8,152306
2004,Raise Your Voice ,5.9,22649
,The Dead Zone             ,7.5,7122
1998,The Big Lebowski ,8.2,537419
2006,Black Snake Moan ,7,52421
2002,Dark Blue ,6.6,17261
2007,A Mighty Heart ,6.7,24150
2000,Whatever It Takes ,5.5,8055
2002,Boat Trip ,4.9,26598
2002,The Importance of Being Earnest ,6.9,18966
1998,The Love Letter ,7.4,1465
2006,Hoot ,5.6,6562
2008,In Bruges ,8,307639
2013,Peeples ,5.3,4065
2008,The Rocker ,6.2,32311
2009,Post Grad ,5.3,11498
2012,Promised Land ,6.6,30284
2009,Whatever Works ,7.2,58967
2000,The In Crowd ,4.6,3668
2005,Three Burials ,7.5,34194
1999,Jakob the Liar ,6.5,12601
2005,Kiss Kiss Bang Bang ,7.6,175962
1999,Idle Hands ,6.2,33745
2001,Mulholland Drive ,8,235992
2007,Blood and Chocolate ,5.5,15388
2010,You Will Meet a Tall Dark Stranger ,6.3,36145
2010,Never Let Me Go ,7.2,109873
,The Company             ,7.9,3828
2008,Transsiberian ,6.7,42792
1986,The Clan of the Cave Bear ,5.3,4996
1999,Crazy in Alabama ,6.3,5917
2007,Funny Games ,6.5,69569
2014,Listening ,5.6,1933
1999,Felicia's Journey ,7,6690
1927,Metropolis ,8.3,111841
2004,District B13 ,7.2,55928
1995,Things to Do in Denver When You're Dead ,6.8,22345
2015,The Assassin ,6.4,9427
2001,Buffalo Soldiers ,6.9,20730
2003,The Return ,8,31589
2008,Ong-bak 2 ,6.2,24570
2010,Centurion ,6.4,64777
1996,Silent Trigger ,5.6,2699
2008,The Midnight Meat Train ,6.1,47574
2011,Winnie Mandela ,6,609
2011,The Son of No One ,5.1,14280
2001,All the Queen's Men ,4.5,2236
2007,The Good Night ,5.9,7519
2008,Bathory: Countess of Blood ,6,3425
2013,Khumba ,5.8,4006
2014,Automata ,6.1,41638
2005,Dungeons & Dragons: Wrath of the Dragon God ,4.9,5018
2015,Chiamatemi Francesco - Il Papa della gente ,5.7,80
2009,Shinjuku Incident ,7.1,9177
2000,Pandaemonium ,6.6,695
1993,Groundhog Day ,8.1,437418
2015,Magic Mike XXL ,5.7,38202
1996,Romeo + Juliet ,6.8,167750
2010,Sarah's Key ,7.5,12937
2014,Freedom ,6.2,993
1992,Unforgiven ,8.3,277505
2005,Manderlay ,7.4,18646
2008,Slumdog Millionaire ,8,641997
1987,Fatal Attraction ,6.9,55101
1990,Pretty Woman ,6.9,213476
,Towering Inferno             ,9.5,10
1988,Crocodile Dundee II ,5.5,44096
2015,Broken Horses ,5.7,1554
1989,Born on the Fourth of July ,7.2,76842
1993,Cool Runnings ,6.9,69733
2009,My Bloody Valentine ,5.5,45603
2012,The Possession ,5.9,47169
1982,First Blood ,7.7,172493
2007,Stomp the Yard ,5.2,19505
1977,The Spy Who Loved Me ,7.1,76477
,Ghost Hunters             ,6.6,5563
1998,Urban Legend ,5.5,47814
1988,Dangerous Liaisons ,7.7,52846
2012,Good Deeds ,5.4,6352
1991,White Fang ,6.7,15730
1999,Superstar ,5,15047
2011,The Iron Lady ,6.4,82327
2002,Jonah: A VeggieTales Movie ,6.6,3135
1993,Poetic Justice ,5.9,8904
2002,All About the Benjamins ,5.7,9693
1995,Vampire in Brooklyn ,4.5,17262
1977,Exorcist II: The Heretic ,3.7,16294
2005,An American Haunting ,5,22207
2003,My Boss's Daughter ,4.6,24038
2009,A Perfect Getaway ,6.5,56338
2010,Our Family Wedding ,4.9,5721
1998,Dead Man on Campus ,6,11729
1999,Tea with Mussolini ,6.9,9323
1996,Thinner ,5.7,19805
1977,"New York, New York ",6.7,13548
1994,Crooklyn ,6.9,6011
2007,I Think I Love My Wife ,5.5,13866
2001,Jason X ,4.4,38985
2002,Big Fat Liar ,5.4,29008
2006,Bobby ,7,38142
2001,Head Over Heels ,5.4,11693
2012,Fun Size ,5.4,11233
2007,The Diving Bell and the Butterfly ,8,89906
2006,Little Children ,7.6,92781
2000,Gossip ,5.9,12519
1999,A Walk on the Moon ,6.6,6782
2006,Catch a Fire ,6.7,9334
2001,Soul Survivors ,3.9,7277
1995,Jefferson in Paris ,5.7,2427
2008,Easy Virtue ,6.7,16444
1978,Caravans ,6.5,524
2014,Mr. Turner ,6.8,17933
2009,Wild Grass ,6.3,3174
2002,Amen. ,7.3,11077
2010,Reign of Assassins ,6.9,6069
2008,The Lucky Ones ,7,11704
2011,Margaret ,6.5,12053
2009,Stan Helsing ,3.6,9928
2010,Flipped ,7.7,60460
2005,Brokeback Mountain ,7.7,259837
2014,Teenage Mutant Ninja Turtles ,5.9,167089
1995,Clueless ,6.8,123390
2002,Far from Heaven ,7.4,36542
2015,Hot Tub Time Machine 2 ,5.1,28159
,Dekalog             ,9.1,12590
2000,Quills ,7.4,44795
2012,Seven Psychopaths ,7.2,185845
2001,The Caveman's Valentine ,6,5602
,The Border             ,7.4,271
2004,Downfall ,8.3,248354
2004,The Sea Inside ,8.1,64556
2013,Under the Skin ,6.3,85022
1987,"Good Morning, Vietnam ",7.3,98348
2010,The Last Godfather ,3.6,912
2011,Justin Bieber: Never Say Never ,1.6,74351
2010,Black Swan ,8,551363
2014,RoboCop ,6.2,182910
1974,The Godfather: Part II ,9,790926
2001,Save the Last Dance ,6.1,47876
1988,A Nightmare on Elm Street 4: The Dream Master ,5.7,36108
2016,Miracles from Heaven ,6.8,6276
2000,"Dude, Where's My Car? ",5.5,116625
1988,Young Guns ,6.8,42614
2014,St. Vincent ,7.3,72803
2014,About Last Night ,6.1,16979
1999,10 Things I Hate About You ,7.2,222099
2002,The New Guy ,5.9,28805
1993,Loaded Weapon 1 ,6.1,37611
2016,The Shallows ,6.8,12983
2004,The Butterfly Effect ,7.7,357579
2000,Snow Day ,4.9,9285
2007,This Christmas ,6.1,6528
1999,Baby Geniuses ,2.5,19547
1998,The Big Hit ,6.1,24834
1996,Harriet the Spy ,5.9,7984
1990,Child's Play 2 ,5.7,31371
2014,No Good Deed ,5.6,12676
2007,The Mist ,7.2,220475
2015,Ex Machina ,7.7,289508
1999,Being John Malkovich ,7.8,254404
2001,Two Can Play That Game ,6.1,4339
2014,Earth to Echo ,5.8,15664
2001,Crazy/Beautiful ,6.5,21406
2006,Letters from Iwo Jima ,7.9,132149
2006,The Astronaut Farmer ,6.3,19707
1998,Woo ,3.8,1520
2015,Room ,8.3,161288
1998,Dirty Work ,6.4,20033
1994,Serial Mom ,6.7,21212
1999,Dick ,6.1,16059
,Del 1 - Män som hatar kvinnor             ,8.1,335
1999,Light It Up ,6,3116
1998,54,5.8,27675
2001,Bubble Boy ,5.6,25541
2001,Birthday Girl ,6.1,21530
2013,21 & Over ,5.9,60407
2006,"Paris, je t'aime ",7.3,63084
2007,Resurrecting the Champ ,6.8,18442
2013,Admission ,5.7,28573
2000,The Widow of Saint-Pierre ,7.3,4767
2009,Chloe ,6.3,56264
